Date,Open,High,Low,Close,Adj Close,Volume,SMA_50,SMA_200,RSI,Buy_Signal,Sell_Signal
2011-08-02,14.201786041259766,14.21071434020996,13.869643211364746,13.889642715454102,11.743036270141602,639539600,12.527014274597168,12.077562522888183,71.17779968943704,False,True
2011-08-03,13.963570594787598,14.055356979370115,13.651429176330566,14.020357131958008,11.853551864624023,732508000,12.568564281463622,12.090878591537475,72.79274678456875,False,True
2011-08-04,13.907500267028809,13.975713729858398,13.47678565979004,13.477499961853027,11.3945894241333,871407600,12.600835704803467,12.103000020980835,57.37646250272124,False,False
2011-08-05,13.587142944335938,13.696429252624512,12.948928833007812,13.343570709228516,11.281356811523438,1204590800,12.627149982452393,12.114266090393066,49.886430327650665,False,False
2011-08-08,12.917499542236328,13.134642601013184,12.60785675048828,12.614643096923828,10.665081024169922,1143833600,12.640157127380371,12.122067875862122,37.766510480778734,False,False
2011-08-09,12.903571128845217,13.378929138183594,12.678570747375488,13.357500076293944,11.293132781982422,1082583600,12.666299991607666,12.133950018882752,43.99740158774724,False,False
2011-08-10,13.255356788635254,13.380356788635254,12.946429252624512,12.98892879486084,10.981525421142578,878656800,12.677628574371338,12.1437446641922,39.94032488721279,False,False
2011-08-11,13.23285675048828,13.408928871154783,13.025713920593262,13.346428871154783,11.283777236938477,741969200,12.69776430130005,12.155467877388,41.92086308604594,False,False
2011-08-12,13.5024995803833,13.558570861816406,13.365357398986816,13.463929176330566,11.3831148147583,528976000,12.719828605651855,12.167817878723145,40.99171224688578,False,False
2011-08-15,13.55821418762207,13.748929023742676,13.503213882446287,13.693214416503906,11.576967239379885,460544000,12.748378620147705,12.181776804924011,41.728702803668945,False,False
2011-08-16,13.625714302062988,13.69178581237793,13.430713653564451,13.588570594787598,11.488494873046877,498750000,12.778692893981933,12.195973229408263,44.64205967208001,False,False
2011-08-17,13.653928756713867,13.73285675048828,13.5,13.587142944335938,11.487284660339355,442061200,12.813264331817628,12.209591088294983,44.932316493257346,False,False
2011-08-18,13.244285583496094,13.308929443359377,12.906070709228516,13.073213577270508,11.052785873413086,851435200,12.837414321899415,12.219714303016662,40.253729463899326,False,False
2011-08-19,12.934642791748049,13.10714340209961,12.714285850524902,12.715356826782228,10.750232696533203,775888400,12.854942874908447,12.227433943748474,34.2268288202409,False,False
2011-08-22,13.018214225769045,13.031429290771484,12.681785583496094,12.729999542236328,10.762611389160156,535315200,12.876757144927979,12.234250011444091,36.65433190332611,False,False
2011-08-23,12.867856979370115,13.34428596496582,12.75,13.342857360839844,11.280755043029783,656835200,12.910328578948974,12.24433394432068,42.98187484045449,False,False
2011-08-24,13.338213920593262,13.53428554534912,13.235713958740234,13.4350004196167,11.358659744262695,626267600,12.941571445465089,12.254612517356872,49.51440992153673,False,False
2011-08-25,13.03857135772705,13.408928871154783,13.035714149475098,13.347143173217772,11.284379959106444,871346000,12.97512144088745,12.264905376434326,50.04125247173444,False,False
2011-08-26,13.256071090698242,13.70714282989502,13.242856979370115,13.699286460876465,11.58209991455078,641477200,13.016850032806396,12.276610736846925,63.718494941314724,False,False
2011-08-29,13.863571166992188,13.98214340209961,13.85714340209961,13.927499771118164,11.77504539489746,405269200,13.066642894744874,12.289703588485718,58.28832007064561,False,False
